City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kastamonu,41.5,33.6667,11.01,44,53,2.21,TR,1680963617
365,svetlyy,54.675,20.1347,10.03,85,100,2.14,RU,1680963617
366,longonjo,-12.9067,15.2533,24.54,55,100,1.97,AO,1680963617
367,sistranda,63.7256,8.834,7.98,83,73,1.99,NO,1680963553
368,kutum,14.2,24.6667,34.02,7,1,3.37,SD,1680963618
369,saint-donat-de-montcalm,46.3187,-74.2219,-2.08,78,71,4.31,CA,1680963618
370,erenhot,43.6475,111.9767,9.31,15,8,4.79,CN,1680963619
371,languyan,5.2618,120.0807,26.95,77,100,4.0,PH,1680963619
372,faanui,-16.4833,-151.75,28.54,75,24,10.36,PF,1680963423
373,myitkyina,25.3833,97.4,25.38,31,0,1.16,MM,1680963619
374,balkhash,46.844,74.9804,7.63,62,100,5.05,KZ,1680963619
375,kirovo-chepetsk,58.5539,50.0399,5.06,61,15,0.88,RU,1680963620
376,vacha,55.8008,42.7706,9.19,41,5,2.63,RU,1680963620
377,oksfjord,70.2396,22.3479,4.1,100,100,3.0,NO,1680963621
378,puerto baquerizo moreno,-0.9,-89.6,27.55,83,20,1.03,EC,1680963621
379,yar-sale,66.8333,70.8333,-27.34,98,22,2.45,RU,1680963621
380,dvinskoy,62.1535,45.1175,4.12,83,11,2.46,RU,1680963622
381,sao felix do xingu,-6.6447,-51.995,21.67,99,100,0.57,BR,1680963622
382,malaya vishera,58.8454,32.2222,10.59,54,64,1.22,RU,1680963614
383,lakselv,70.0513,24.9718,2.9,87,100,5.14,NO,1680963622
384,san carlos,9.6612,-68.5827,32.16,37,86,2.29,VE,1680963623
385,leningradskiy,69.3833,178.4167,-28.75,97,68,3.97,RU,1680963440
386,san clemente,33.427,-117.612,12.69,86,32,0.7,US,1680963421
387,verkhoyansk,67.5447,133.385,-18.57,97,99,1.32,RU,1680963624
388,tura,25.5198,90.2201,24.23,32,73,1.49,IN,1680963624
389,bambous virieux,-20.3428,57.7575,27.34,78,40,3.6,MU,1680963624
390,rock sound,24.9,-76.2,24.2,78,1,7.07,BS,1680963625
391,lityn,49.3251,28.0809,9.8,68,100,2.62,UA,1680963625
392,yeppoon,-23.1333,150.7333,17.88,57,0,1.81,AU,1680963625
393,bad soden-salmunster,50.2757,9.3671,12.48,76,97,3.63,DE,1680963625
394,berlevag,70.8578,29.0864,2.0,87,100,9.77,NO,1680963422
395,dunedin,-45.8742,170.5036,10.39,78,100,7.55,NZ,1680963628
396,andenes,69.3143,16.1194,3.99,93,75,5.14,NO,1680963628
397,kudahuvadhoo,2.6708,72.8944,28.6,70,61,3.13,MV,1680963420
398,kismayo,-0.3582,42.5454,29.09,64,11,5.3,SO,1680963629
399,akdepe,42.0551,59.3788,23.27,25,0,6.25,TM,1680963353
400,pangnirtung,66.1451,-65.7125,-26.0,84,0,1.54,CA,1680963418
401,havelock,34.8791,-76.9013,9.96,92,100,8.75,US,1680963442
402,lakatoro,-16.0999,167.4164,27.0,84,18,3.36,VU,1680963630
403,broome,42.2506,-75.833,4.25,51,0,3.09,US,1680963477
404,san vicente,-26.6167,-54.1333,23.17,67,79,0.83,AR,1680963630
405,kalanguy,51.0167,116.5167,3.92,46,99,2.73,RU,1680963630
406,sadao,6.6388,100.4234,27.9,86,49,1.78,TH,1680963631
407,jasper,37.2001,-94.3502,11.08,44,20,4.12,US,1680963488
408,biak,-0.9131,122.8766,25.21,81,100,2.09,ID,1680963631
409,rabaul,-4.1967,152.1721,26.29,79,100,0.81,PG,1680963631
410,zaozerne,45.1582,33.2787,10.93,66,58,4.64,UA,1680963632
411,saint-joseph,-21.3667,55.6167,27.21,82,100,2.65,RE,1680963632
412,leshukonskoye,64.8989,45.7622,1.44,89,97,4.58,RU,1680963486
413,pontes e lacerda,-15.2261,-59.3353,24.49,84,97,2.59,BR,1680963633
414,praya,14.9215,-23.5087,26.3,53,40,12.35,CV,1680963633
415,beder,56.0602,10.2118,13.53,58,34,4.28,DK,1680963633
416,natal,-5.795,-35.2094,28.12,83,75,2.57,BR,1680963633
417,filingue,14.3521,3.3168,41.28,9,100,5.17,NE,1680963634
418,tezu,27.9167,96.1667,21.81,49,10,2.41,IN,1680963634
419,aanekoski,62.6946,25.818,8.25,4,91,1.99,FI,1680963634
420,dargaville,-35.9333,173.8833,12.4,94,11,1.82,NZ,1680963634
421,belyy yar,53.6039,91.3903,-3.06,86,0,5.0,RU,1680963634
422,boguchany,58.3814,97.4531,-7.77,87,100,3.68,RU,1680963635
423,qingdao,36.0986,120.3719,10.78,54,0,4.0,CN,1680963635
424,yulara,-25.2406,130.9889,22.16,33,8,5.52,AU,1680963636
425,abu samrah,35.3029,37.1841,22.02,20,99,1.25,SY,1680963438
426,mobaye,4.319,21.1786,37.89,23,100,1.98,CF,1680963636
427,opuwo,-18.0607,13.84,26.5,44,100,3.41,NA,1680963636
428,kendal,54.3268,-2.7476,14.78,45,78,2.43,GB,1680963636
429,tahta,26.7693,31.5021,38.05,4,100,4.19,EG,1680963636
430,veraval,20.9,70.3667,27.2,65,29,4.64,IN,1680963637
431,ler,8.3018,30.1418,39.06,20,73,3.99,SS,1680963637
432,kodinsk,58.6881,99.1844,-8.86,91,100,3.01,RU,1680963637
433,montepuez,-13.1256,38.9997,25.49,83,100,2.35,MZ,1680963638
434,samarai,-10.6167,150.6667,27.2,81,100,2.68,PG,1680963638
435,coahuayana,18.7333,-103.6833,24.33,44,0,1.1,MX,1680963638
436,fortuna,40.5982,-124.1573,7.18,95,100,2.06,US,1680963638
437,sinnamary,5.3833,-52.95,27.16,72,85,4.1,GF,1680963638
438,entebbe,0.0644,32.4469,26.18,69,20,4.12,UG,1680963638
439,bilibino,68.0546,166.4372,-29.42,89,4,2.44,RU,1680963414
440,salalah,17.0151,54.0924,29.05,74,40,4.12,OM,1680963639
441,dong hoi,17.4833,106.6,21.78,88,43,5.11,VN,1680963639
442,areosa,41.7178,-8.8571,19.67,52,91,2.57,PT,1680963640
443,cascais,38.6979,-9.4215,26.95,53,0,4.02,PT,1680963640
444,alyangula,-13.8483,136.4192,27.44,81,91,4.64,AU,1680963640
445,behshahr,36.6923,53.5526,27.97,34,8,3.49,IR,1680963640
446,pitimbu,-7.4706,-34.8086,30.33,68,77,4.03,BR,1680963462
447,bexhill,-28.7667,153.35,14.93,61,0,2.09,AU,1680963641
448,kysyl-syr,63.8986,122.7617,-19.69,98,98,1.76,RU,1680963641
449,georgiyevka,43.0369,74.7114,13.02,82,75,9.0,KZ,1680963641
450,tigil,57.8,158.6667,-6.05,92,100,1.26,RU,1680963641
451,xam nua,20.4197,104.0439,18.13,92,97,1.52,LA,1680963641
452,arecibo,18.4724,-66.7157,26.12,66,100,3.61,PR,1680963641
453,lyskovo,56.0328,45.0422,8.82,35,0,2.87,RU,1680963642
454,portel,-1.9356,-50.8211,28.9,67,81,0.37,BR,1680963642
455,mareeba,-17.0,145.4333,24.4,93,100,0.44,AU,1680963642
456,razdolnoye,43.55,131.9167,-0.77,67,26,1.0,RU,1680963642
457,acheng,45.5454,126.977,4.28,23,6,4.13,CN,1680963642
458,erzin,36.9559,36.2,18.51,45,100,1.77,TR,1680963643
459,labuhan,-6.8844,112.2051,26.23,82,100,3.14,ID,1680963388
460,gazojak,41.1875,61.4036,24.33,20,0,4.6,TM,1680963643
461,xinyu,27.8043,114.9334,15.03,64,9,0.91,CN,1680963643
462,sinfra,6.6167,-5.9167,35.13,38,80,0.63,CI,1680963643
463,kindersley,51.4668,-109.1682,2.01,80,75,5.66,CA,1680963644
464,narasannapeta,18.4167,84.05,27.7,73,0,2.29,IN,1680963644
465,anadyr,64.75,177.4833,-28.72,76,20,2.0,RU,1680963644
466,takoradi,4.8845,-1.7554,31.18,62,97,5.62,GH,1680963644
467,tabou,4.423,-7.3528,30.66,63,85,3.57,CI,1680963644
468,pavlodar,52.3,76.95,-1.11,29,0,3.0,KZ,1680963645
469,fuyang,32.9,115.8167,11.13,62,0,3.68,CN,1680963645
470,quelimane,-17.8786,36.8883,31.97,66,20,4.12,MZ,1680963645
471,riviere-au-renard,48.9957,-64.3971,-3.84,69,70,10.98,CA,1680963645
472,mudgee,-32.5943,149.5871,13.12,62,83,5.7,AU,1680963645
473,glendive,47.1053,-104.7125,3.2,86,0,4.12,US,1680963646
474,kralendijk,12.15,-68.2667,28.99,70,75,8.23,BQ,1680963435
475,ainring,47.8167,12.95,7.22,97,75,4.12,DE,1680963646
476,westport,41.1415,-73.3579,7.79,37,0,5.66,US,1680963646
477,borujerd,33.8973,48.7516,19.05,20,75,3.09,IR,1680963646
478,saint-augustin,51.226,-58.6502,-6.76,48,72,7.55,CA,1680963482
479,praia da vitoria,38.7333,-27.0667,17.14,55,20,3.69,PT,1680963484
480,quatre cocos,-20.2078,57.7625,27.27,79,47,3.29,MU,1680963478
481,bairiki,1.3292,172.9752,28.0,83,20,5.66,KI,1680963419
482,north bend,43.4065,-124.2243,8.93,99,100,3.6,US,1680963647
483,muli,2.9167,73.5667,28.76,69,99,3.35,MV,1680963436
484,mende,44.6667,3.5,10.27,38,0,4.48,FR,1680963648
485,nago,26.5881,127.9761,15.47,59,0,6.56,JP,1680963648
486,jibou,47.2667,23.25,9.62,67,100,2.46,RO,1680963648
487,bagan,54.1001,77.6646,-1.93,47,75,5.01,RU,1680963648
488,susurluk,39.9136,28.1578,18.27,56,100,3.76,TR,1680963649
489,nelson bay,-32.7167,152.15,18.89,67,0,6.71,AU,1680963649
490,nosy varika,-20.5833,48.5333,25.64,83,100,3.02,MG,1680963649
491,mujiayingzi,42.1167,118.7833,10.75,22,38,6.15,CN,1680963649
492,lanxi,29.2195,119.477,12.73,65,2,1.96,CN,1680963649
493,strezhevoy,60.7333,77.5889,-6.61,79,100,8.35,RU,1680963650
494,aasiaat,68.7098,-52.8699,-11.49,88,64,1.75,GL,1680963650
495,kez,57.8979,53.7152,4.0,69,65,1.7,RU,1680963650
496,aykhal,66.0,111.5,-26.93,100,100,3.35,RU,1680963444
497,baghdad,33.3406,44.4009,25.95,34,0,2.57,IQ,1680963615
498,lillooet,50.6856,-121.942,1.89,94,83,1.53,CA,1680963651
499,djambala,-2.5447,14.7533,27.31,65,100,2.21,CG,1680963651
500,shakawe,-18.3667,21.85,33.66,20,65,2.39,BW,1680963651
501,poum,-20.2333,164.0167,25.06,67,7,1.68,NC,1680963415
502,progreso,21.2833,-89.6667,26.73,66,4,5.24,MX,1680963474
503,mehamn,71.0357,27.8492,1.97,87,100,5.66,NO,1680963652
504,itacare,-14.2775,-38.9967,28.66,67,60,3.04,BR,1680963652
505,la primavera,5.4906,-70.4092,24.86,77,100,1.73,CO,1680963652
506,otjiwarongo,-20.4637,16.6477,29.01,26,100,6.76,NA,1680963652
507,puerto del rosario,28.5004,-13.8627,21.86,60,40,7.2,ES,1680963652
508,ajdabiya,30.7554,20.2263,26.11,27,2,4.36,LY,1680963653
509,manggar,-2.8833,108.2667,26.23,81,100,0.89,ID,1680963446
510,chkalovskoye,44.8392,133.0436,1.83,77,83,2.28,RU,1680963653
511,paamiut,61.994,-49.6678,-1.17,59,100,2.36,GL,1680963653
512,skjervoy,70.0311,20.9714,5.0,96,100,5.07,NO,1680963654
513,la ronge,55.1001,-105.2842,-2.86,68,0,5.14,CA,1680963654
514,oriximina,-1.7656,-55.8661,27.52,75,100,2.58,BR,1680963654
515,pemangkat,1.1667,108.9667,25.87,83,100,2.48,ID,1680963654
516,maragogi,-9.0122,-35.2225,28.53,73,71,4.16,BR,1680963655
517,tres arroyos,-38.3739,-60.2798,23.1,46,8,6.16,AR,1680963656
518,ponta delgada,37.7333,-25.6667,15.4,58,40,6.17,PT,1680963656
519,thinadhoo,0.5333,72.9333,28.43,69,75,1.23,MV,1680963656
520,prince rupert,54.3161,-130.3201,5.05,93,100,17.49,CA,1680963656
521,varsag,46.5167,25.35,4.27,78,100,1.07,RO,1680963656
522,ballina,-28.8667,153.5667,18.17,58,0,4.87,AU,1680963657
523,minab,27.1467,57.0801,29.18,42,0,2.06,IR,1680963657
524,waipawa,-41.4122,175.5153,10.58,83,100,2.51,NZ,1680963380
525,yushala,57.0761,64.2601,3.14,53,30,2.36,RU,1680963657
526,umm lajj,25.0213,37.2685,28.44,52,2,5.5,SA,1680963434
527,kozuchow,51.7456,15.5949,7.71,64,100,4.06,PL,1680963611
528,ojinaga,29.5667,-104.4167,14.12,76,0,3.09,MX,1680963658
529,szprotawa,51.5656,15.5366,7.02,66,100,3.57,PL,1680963658
530,pontianak,-0.0333,109.3333,25.99,88,20,1.54,ID,1680963658
531,matay,28.419,30.7792,37.94,5,100,4.16,EG,1680963371
532,paramonga,-10.6667,-77.8333,25.73,76,97,2.96,PE,1680963658
533,molina,-35.1167,-71.2833,14.85,58,84,3.09,CL,1680963659
534,evensk,61.95,159.2333,-17.59,85,11,3.87,RU,1680963659
535,barda,40.3744,47.1267,15.6,58,71,11.96,AZ,1680963659
536,tanout,14.9709,8.8879,39.62,6,11,0.78,NE,1680963659
537,sassandra,4.95,-6.0833,30.58,62,100,3.59,CI,1680963660
538,mersing,2.4312,103.8405,27.95,78,20,3.6,MY,1680963432
539,moranbah,-22.0016,148.0466,22.69,27,0,5.16,AU,1680963660
540,port hueneme,34.1478,-119.1951,12.66,90,0,0.0,US,1680963637
541,barsovo,61.1667,73.1667,-4.93,81,100,7.19,RU,1680963660
542,tucumcari,35.1717,-103.725,8.86,33,0,0.0,US,1680963661
543,pullman,46.7313,-117.1796,3.72,83,0,0.0,US,1680963654
544,cordoba,-31.4135,-64.1811,25.98,59,20,6.69,AR,1680963545
545,sept-iles,50.2001,-66.3821,-4.97,47,20,6.69,CA,1680963661
546,axim,4.8699,-2.2405,30.44,63,100,4.2,GH,1680963373
547,khani,41.9563,42.9566,5.76,97,100,1.82,GE,1680963661
548,oussouye,12.485,-16.5469,38.1,22,15,4.37,SN,1680963662
549,marsabit,2.3284,37.9899,24.12,54,47,6.04,KE,1680963662
550,comodoro rivadavia,-45.8667,-67.5,15.92,25,0,8.23,AR,1680963396
551,pandan,14.0453,124.1694,25.55,83,38,5.32,PH,1680963662
552,gazli,40.1333,63.45,25.14,14,2,5.75,UZ,1680963663
553,maceio,-9.6658,-35.7353,26.69,94,100,2.06,BR,1680963477
554,leh,34.1667,77.5833,-6.95,55,0,1.12,IN,1680963663
555,yermish,54.7678,42.2711,10.69,40,6,3.61,RU,1680963663
556,gap,44.6667,6.0,9.91,28,12,2.9,FR,1680963664
557,karangasem,-8.45,115.6167,25.21,85,100,3.04,ID,1680963664
558,kloulklubed,7.0419,134.2556,25.28,78,100,5.89,PW,1680963664
559,pangkalanbuun,-2.6833,111.6167,24.31,92,100,1.44,ID,1680963664
560,dawei,14.0833,98.2,24.56,89,100,1.72,MM,1680963664
561,laguna,38.421,-121.4238,11.67,85,40,0.0,US,1680963495
562,baykit,61.67,96.37,-10.87,97,100,1.39,RU,1680963665
563,bolshoy lug,52.0779,104.0919,-0.9,90,95,0.3,RU,1680963665
564,kaduna,10.5222,7.4383,36.92,23,73,1.54,NG,1680963665
565,obzor,42.8167,27.8833,11.82,72,100,3.72,BG,1680963665
566,pianco,-7.1981,-37.9292,32.7,46,73,2.0,BR,1680963666
567,san andres,12.5847,-81.7006,29.01,65,20,4.63,CO,1680963666
568,moyale,3.5167,39.0584,25.54,56,39,5.05,KE,1680963666
569,kendari,-3.945,122.4989,24.75,88,97,2.0,ID,1680963393
570,mumbwa,-14.9783,27.0619,27.55,37,65,1.48,ZM,1680963667
571,jesi,43.5288,13.2402,15.0,58,64,5.66,IT,1680963667
572,tessalit,20.1986,1.0114,32.82,8,31,5.68,ML,1680963667
573,barao de melgaco,-16.1944,-55.9675,26.37,77,100,1.34,BR,1680963667
574,lobez,53.6392,15.6213,14.72,68,100,2.45,PL,1680963667
575,visby,57.6409,18.296,10.03,75,90,6.17,SE,1680963584
576,fernie,49.5,-115.0687,7.05,99,100,3.13,CA,1680963668
